cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,webaddr,idntilr,idntigr,intincy,intexpy,nimy,noniiay,nonixay,elnatry,noijy,roa,roaptx,roe,roeinjr,ntlnlsr,elnantr,iderncvr,eeffr,astempm,iddivnir,ernastr,lnatresr,lnresncr,nperfv,nclnlsr,lnlsntv,lnlsdepr,idlncorr,depdastr,eqv,rbc1aaj,rbc1rwaj,rbcrwaj,rbct1cer,asset5,ernast5,eq5,lnlsgr5
"35029","0","2775151","2775142","AB&T National Bank","Albany","GA","31708","3/31/2015","5/17/2015","N","2815 Meredyth Drive","COMMUNITY CAPITAL BANCSHARES, INC.","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","1/1/2014","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","www.abtgold.com","","","4.10860353223466","0.382582515147357","3.7260210170873","0.576587835558854","3.34591364674054","0","0.255630074878309","0.255630074878309","0.41184845397061","2.07822196565161","2.07822196565161","-0.527971816715699","0","","89.0400604686319","3.79063888888889","0","84.5577189421308","1.84913897647344","2475.32467532468","0.825132087085877","7.47028862478778E-02","74.1365791459956","91.0595668844845","94.1904309694718","81.4154752570294","12.7580369770561","8.70053281474806","10.7340004291259","11.9911444008817","10.7340004291259","140828.5","120235.5","17322.5","107581.5"
"32257","8059","762773","0","Abacus Federal Savings Bank","New York","NY","10013","3/31/2015","5/17/2015","SA","6 Bowery","","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","www.abacusbank.com","","","3.14438404969625","0.330699310281825","2.81368473941442","1.30619390078144","5.27695602957452","0","-0.723793012030955","-0.723793012030955","-1.37857320198454","-4.8282734711637","-4.8282734711637","0","","","135.362694300518","2.46812765957447","0","91.5341976862468","1.22630262851826","883.246073298429","0.293098394855261","0.138840428006513","58.5683867519526","71.8263029918596","97.175161444887","81.5416975569387","15.265254047344","14.0929572973744","25.7120767917697","26.9728029149029","25.7120767917697","237637","218930","35623.5","138331.5"
"30332","5179","114774","0","Abbeville Building & Loan (A State-Chartered Savings Bank)","Abbeville","LA","70510","3/31/2015","5/17/2015","SB","1212 Charity Street","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","www.abbemae.com","","","4.49651855373172","1.05142473644473","3.44509381728699","2.16394370417225","4.27462110178026","0","0.60590423716823","0.60590423716823","0.96545180647685","2.65103237318379","2.65103237318379","0.169109357384442","0","6.90476190476191","81.5756035578145","2.7635","0","89.6343569584025","1.18272841051314","28.6508337544214","3.42451107784924","4.12807676261994","77.9199631560768","104.125637418674","109.598833981122","74.8326397684096","22.6590127802359","21.7438105489774","29.5911572779331","30.8496470901585","29.5911572779331","60075.5","53641.5","13730.5","49672"
"30619","5642","416272","0","Abbeville First Bank, SSB","Abbeville","SC","29620","3/31/2015","5/17/2015","SB","205 South Main St","","1","0","0","5","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","http://www.abbevillefirst.com","","","4.49169674499308","0.726790581186928","3.76490616380616","0.221608307316818","2.86293975398483","0.131767101647837","0.670814335661718","0.670814335661718","0.670814335661718","6.01826974744761","6.01826974744761","0.304549203730728","73.3333333333333","4.46666666666667","78.1045751633987","4.79792857142857","0","91.6139405398163","1.66192543793981","173.4375","1.03765017641542","0.958227279532864","58.668175254202","82.1856100104275","87.1704123164042","71.3849726816632","11.1923300233732","10.3375865840321","20.1517994200921","21.4082665302178","20.1517994200921","66784.5","61090.5","7444","39402.5"
"19795","16035","198149","3612794","AbbyBank","Abbotsford","WI","54405","3/31/2015","5/17/2015","NM","401 East Spruce Street","ABBY BANCORP, INC.","4","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","1/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","www.abbybank.com","","","4.03030918247726","0.461055844079296","3.56925333839796","0.318748055713482","2.4237111774829","0","0.801773955525452","0.801773955525452","1.23576169291996","8.2156933561547","3.19080445330779","6.48827953130291E-03","0","252","66.2311557788945","4.37722972972973","61.1620795107034","93.8829631230415","1.53157672934519","117.271051014136","1.08423506166741","1.30601432843009","75.7417841100289","84.6744022309349","90.0168043794121","89.4506274794313","9.87450411373354","9.81916365889217","12.4883865884207","13.7412629903604","12.4883865884207","326276.5","305386","31841.5","246598.5"
"11694","11442","4839","1143641","ABC Bank","Chicago","IL","60644","3/31/2015","5/17/2015","NM","5645 West Lake Street","GREATER CHICAGO FINANCIAL CORP.","5","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/10/1891","1/1/1934","6/1/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","WWW.ABCBANK.NET","","","4.99662560628709","0.674878742581064","4.32174686370603","0.723027812529217","3.2874614333225","0.623299838387256","0.867882694970415","0.869058060379946","0.880930438253989","7.878168218264","3.70230856158855","0.617784918097951","140.750670241287","3.3941018766756","68.6245353159851","3.802875","53.0054644808743","95.4699345291989","2.29120720464351","49.3777056277056","3.761807006063","4.64016538540407","69.768386956041","87.4815000768098","99.6878909368822","79.7521611938336","11.2459771763588","10.8469344288123","14.3551625608155","15.5425129353618","14.3551625608155","336916.5","317094","37166","241508"
"26549","0","117672","0","Abington Bank","Abington","MA","2351","3/31/2015","5/17/2015","SM","6 Harrison Avenue","","1","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1888","2/12/1986","10/21/2008","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.theabingtonbank.com","","","4.07854440641326","0.511619528012971","3.56692487840029","0.560695727183375","3.14188670794471","3.64949881598646E-02","0.451078053655927","0.514247560434456","0.759759298964455","5.83227505761723","5.83227505761723","0","","","81.7083692838654","5.24321739130435","0","92.5261621639551","0.870913220871774","29.3647912885662","2.28452493490555","2.96584168541624","76.3570326881934","88.8436489941628","90.4245185745289","85.9454035855847","8.86528351327595","8.93281282103966","12.5786964169984","13.6086936394778","12.5786964169984","120564.5","111020","10630.5","92654"
"19600","0","535753","2107707","Academy Bank, National Association","Colorado Springs","CO","80920","3/31/2015","5/17/2015","N","2835 Briargate Boulevard","DICKINSON FINANCIAL CORPORATION II","54","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/15/1966","6/15/1966","3/28/2008","Stock","0","0","OCC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","www.academybankco.com","","","2.78775218273313","0.175606436707599","2.61214574602553","8.86150197728176","8.4931662367314","0","1.59570106779522","1.59570106779522","2.61997716822978","8.56944467966196","-154.012904974004","0.420895786049762","0","15.1605839416058","76.1180476730988","1.05508532423208","1897.23320158103","86.4879989648703","2.14000567177854","143.281402142162","2.25625929999353","1.49356834856715","43.5336740635311","52.8976165021068","53.1674074074074","82.2979879666171","15.4916866144789","14.9822712026833","27.8454258862364","29.1099936474765","27.8454258862364","317102","273338.5","59047","130198.5"
"4061","13760","266253","1055708","ACB Bank","Cherokee","OK","73728","3/31/2015","5/17/2015","NM","323 S Grand Street","ALFALFA COUNTY BANCSHARES, INC.","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","9/22/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.acbbank.net","","","5.42085950338804","0.328673375205421","5.09218612818262","0.524751460489905","2.34908270984934","0.122988623552321","2.68935123501076","2.71394895972123","2.71394895972123","32.1437242049041","18.5967467831998","-0.126341520355404","-130.434782608696","","45.4328832406672","4.45022727272727","42.1450151057402","91.8533272049436","1.50620885187356","206.542056074766","0.546448087431694","0.729250439594891","73.8041979469894","91.8308212388481","105.401502443294","80.3697461825239","8.615494612124","8.62712524867204","10.2197495171341","11.4697343326733","10.2197495171341","97570","88842","8238","72818.5"
"58727","0","3614837","3637939","Access Bank","Omaha","NE","68114","3/31/2015","5/17/2015","NM","8712 West Dodge Road","3MV BANCORP, INC.","4","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","12/17/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","WWW.ACCESSBANK.COM","","","4.88000206065346","0.548883149240485","4.33111891141298","0.42080706040298","3.1551726035236","0.158462909775181","0.821013942535186","0.834571324815952","1.19727531830137","8.93854748603352","8.93854748603352","0","","","70.2469619756958","4.66687755102041","0","93.9556667264307","1.49249010190687","840.059347181009","0.14736943374279","0.177664840813357","81.7100101890439","94.4746688239458","106.843393335011","86.4888029841217","9.85363635171005","10.0573568594166","11.2428350646556","12.4943756480232","11.2428350646556","227182.5","213524.5","21211.5","187033.5"
"35189","0","2859903","3109904","Access National Bank","Reston","VA","20191","3/31/2015","5/17/2015","N","1800 Robert Fulton Drive, #","ACCESS NATIONAL CORPORATION","5","0","0","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/1/1999","12/1/1999","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.accessnationalbank.com","","","4.10668139999231","0.334896750991977","3.77178464900033","2.36384973316165","3.71230398496521","0","1.44275175192968","1.44275175192968","2.21146497295783","16.4440097589287","5.15890502240899","3.25165541538105E-02","0","86.2205882352941","62.6679401464502","4.7283982300885","68.6274509803922","94.32435163922","1.56583838894011","196.506485849057","0.681628046692083","0.796838018946045","78.4222238442549","105.536406694112","142.757805366658","74.3082186525026","8.79565944051101","8.80002441960513","10.6013734647349","11.8556712877841","10.6013734647349","1060473.5","1000905.5","93043","836497"
"58562","0","3535848","4556381","AccessBank Texas","Denton","TX","76201","3/31/2015","5/17/2015","NM","320 W Eagle Drive, # 100","ACCESS BANCORP, INC.","1","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","11/1/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://WWW.ACCESSBANKTX.COM","","","4.10700426507551","0.640829375618578","3.46617488945693","0.190529331310093","2.98042311120789","0","0.759395477650229","0.759395477650229","0.522594737307684","6.84326710816777","6.84326710816777","-7.16370865196912E-03","0","","85.0815850815851","4.97938709677419","0","95.8784926244323","1.28586138481244","128.96725440806","1.0669793535932","0.997044862833081","76.3904094946262","85.5791910702751","95.8667002707295","89.2628319329364","10.6542455672093","11.4014664489002","14.5085831026523","15.7582403976263","14.5085831026523","146959","140443","16308","111674"
"14936","11454","730446","1205950","Ackley State Bank","Ackley","IA","50601","3/31/2015","5/17/2015","SM","650 Main Street","GNB BANCORPORATION","6","0","0","2","1","Hardin","","","1/1/1934","12/18/1934","11/3/2011","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","http://www.ackleystatebank.com","","","4.11094785987575","0.653336416047016","3.45761144382873","0.982895623790059","3.02572463647805","3.98471198833808E-02","0.951017927883354","0.951017927883354","0.996177997084519","7.82663350914109","1.44289891509305","0","","","73.185088293002","3.7102","81.5642458100559","88.876610425314","1.10178924802111","","1.88669074443426E-02","0","64.6562179936392","83.0412545109951","85.7514365633294","77.8603579321869","12.4043178265323","10.7543522878986","15.4842966986726","16.5066370835087","15.4842966986726","150575.5","134081","18296.5","98057"
"7506","12499","5210","1117464","ACNB Bank","Gettysburg","PA","17325","3/31/2015","5/17/2015","NM","16 Lincoln Square","ACNB CORPORATION","20","0","0","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","2/7/2011","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","http://www.acnb.com","","","3.94989293642322","0.383222626253671","3.56667031016955","0.640613516300899","2.64529201989768","0","0.909744826884782","0.909744826884782","1.25398254972463","10.6394544642329","5.45966339969537","5.29146318847747E-02","0","31.8317757009346","67.8406193938249","4.1208007518797","48.6847430190206","91.4910873041866","1.84438146191563","195.598545832251","0.871792017939429","0.942942317933901","73.1425839747549","91.0153890864177","95.2435259135711","80.3628756729339","8.54193788527487","8.92210564546913","13.0000553498312","14.2612215032744","13.0000553498312","1086458.5","992634.5","92899.5","808850"
"18489","12279","463650","1055623","Adams Bank & Trust","Ogallala","NE","69153","3/31/2015","5/17/2015","SM","315 North Spruce Street","ADBANC, INC.","18","0","1","2","0","Keith","","","2/26/1962","2/26/1962","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.abtbank.com","","","4.81351567939673","0.543228366110958","4.27028731328578","0.779149612535774","2.92871840173022","0.294713801431971","1.19236292162685","1.19236292162685","1.54724745751785","10.7746723073722","9.3876135654345","4.97532295508193E-02","716.417910447761","44.7761194029851","61.3899613899614","4.12198064516129","12.8733264675592","93.6535364301847","1.3623917544133","2116.4265129683","0.269209759792896","6.43722683525894E-02","83.2215017209077","99.0984912728662","106.991035586007","83.9785759116742","11.4165285401475","11.2872451545514","12.8654630374353","14.1160098209372","12.8654630374353","651479.5","608952","72095","538658.5"
"90140","12033","343903","0","Adams Community Bank","Adams","MA","1220","3/31/2015","5/17/2015","SB","2 Center Street","","7","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","2/25/2012","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","www.adamscommunity.com","","","4.00068459126979","0.557691424659478","3.44299316661031","0.450462961793974","3.27646154273464","6.86804515739691E-02","0.190355951590382","0.266641753169527","0.321182111772385","2.16748768472906","2.16748768472906","0.021528943721248","377.777777777778","16.3888888888889","91.664311952529","4.51430681818182","0","90.870691412907","0.826753284576088","82.210401891253","1.05674131989458","1.00565532530751","84.0043900830441","104.138841386542","110.478974515166","80.6657621350303","12.2811566257781","11.9386117750901","18.1386551527672","19.3921095164085","18.1386551527672","396037","359338.5","48720","334433.5"
